transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,source_file,amount_clean,was_sentinel,is_outlier,date_format,date_clean,category_clean,payment_mode_clean,transaction_id_clean
A_T4999,A_U018,2023-04-25,Expense,Educaton,3888,card,Ahmedabad,Movie tickets,budgetwise_finance_dataset.csv,3888.0,False,False,iso,2023-04-25,Education,Card,A_T4999
A_T12828,A_U133,08/05/2022,Expense,rent,649,,Hyderabad,asdfgh,budgetwise_finance_dataset.csv,649.0,False,False,slash,2022-08-05,Rent,,A_T12828
A_T7403,A_U091,31-12-23,Income,Freelance,13239,Csh,BAN,Books,budgetwise_finance_dataset.csv,13239.0,False,False,dash,2023-12-31,Freelance,Cash,A_T7403
A_T12350,A_U097,,Expense,Fod,6299,Bank Transfer,AHMEDABAD,Electricity bill,budgetwise_finance_dataset.csv,6299.0,False,False,,,Food,Bank Transfer,A_T12350
A_T7495,A_U088,10/28/2022,Expense,entertainment,2287,CARD,Hyderabad,,budgetwise_finance_dataset.csv,2287.0,False,False,slash,2022-10-28,Entertainment,Card,A_T7495
A_T12465,A_U042,04/11/2024,Expense,Foods,4168,,,test,budgetwise_finance_dataset.csv,4168.0,False,False,slash,2024-04-11,Food,,A_T12465
A_T4518,A_U026,08/16/2022,Expense,education,Rs.828,Crd,Lucknow,Uber ride,budgetwise_finance_dataset.csv,828.0,False,False,slash,2022-08-16,Education,Card,A_T4518
A_T9824,A_U061,2024-12-12,Income,Salary,62061,CRD,AHM,...,budgetwise_finance_dataset.csv,62061.0,False,False,iso,2024-12-12,Salary,Card,A_T9824
A_T0741,A_U053,13-03-24,Expense,Utilties,₹5070,upi,KOL,Grocery shopping,budgetwise_finance_dataset.csv,5070.0,False,False,dash,2024-03-13,Utilities,UPI,A_T0741
A_T12403,A_U004,11/10/2023,Income,Others,59543,UPI,LUC,Gym membership,budgetwise_finance_dataset.csv,59543.0,False,False,slash,2023-11-10,Others,UPI,A_T12403
A_T5282,A_U016,2022-04-15,Expense,Utilties,999999999,Crd,DEL,,budgetwise_finance_dataset.csv,,True,False,iso,2022-04-15,Utilities,Card,A_T5282
A_T6861,A_U112,2021-04-18,Expense,Utility,$4262,upi,AHM,Uber ride,budgetwise_finance_dataset.csv,4262.0,False,False,iso,2021-04-18,Utilities,UPI,A_T6861
A_T9446,A_U006,06/29/2022,Expense,Utlities,5767,Bank Transfer,BANGALORE,,budgetwise_finance_dataset.csv,5767.0,False,False,slash,2022-06-29,Utilities,Bank Transfer,A_T9446
A_T3016,A_U099,02/24/2022,Expense,Rentt,23760,CRD,BANGALORE,Electricity bill,budgetwise_finance_dataset.csv,23760.0,False,False,slash,2022-02-24,Rent,Card,A_T3016
A_T11564,A_U148,08/28/2023,Expense,Food,898,UPI,LUC,Restaurant dinner,budgetwise_finance_dataset.csv,898.0,False,False,slash,2023-08-28,Food,UPI,A_T11564
A_T11382,A_U111,02-06-23,Income,Freelance,25143,card,CHENNAI,,budgetwise_finance_dataset.csv,25143.0,False,False,dash,2023-06-02,Freelance,Card,A_T11382
A_T3133,A_U024,17-07-24,Expense,rent,9567,bank transfer,PUNE,ATM withdrawal,budgetwise_finance_dataset.csv,9567.0,False,False,dash,2024-07-17,Rent,Bank Transfer,A_T3133
A_T1982,A_U089,2021-02-27,Income,Others,49683,,lucknow,xyz123,budgetwise_finance_dataset.csv,49683.0,False,False,iso,2021-02-27,Others,,A_T1982
A_T7154,A_U039,21-09-2024,Expense,FOOD,222,UPI,Bangalore,misc,budgetwise_finance_dataset.csv,222.0,False,False,dash_long_year,2024-09-21,Food,UPI,A_T7154
A_T2699,A_U092,25-02-23,Expense,Travel,₹2553,UPi,LUC,Doctor consultation,budgetwise_finance_dataset.csv,2553.0,False,False,dash,2023-02-25,Travel,UPI,A_T2699
A_T5774,A_U005,2021-02-14,Expense,food,7406,card,BANGALORE,xyz123,budgetwise_finance_dataset.csv,7406.0,False,False,iso,2021-02-14,Food,Card,A_T5774
A_T12850,A_U076,06/09/2021,Expense,rent,3010,UPI,KOL,,budgetwise_finance_dataset.csv,3010.0,False,False,slash,2021-06-09,Rent,UPI,A_T12850
A_T5770,A_U107,,Expense,health,4846,Csh,CHE,Books,budgetwise_finance_dataset.csv,4846.0,False,False,,,Health,Cash,A_T5770
A_T6195,A_U038,20-11-2024,Income,Salary,855881,BankTransfer,Jaipur,,budgetwise_finance_dataset.csv,855881.0,False,True,dash_long_year,2024-11-20,Salary,Bank Transfer,A_T6195
A_T12096,A_U075,,Expense,Food,4452,card,BAN,,budgetwise_finance_dataset.csv,4452.0,False,False,,,Food,Card,A_T12096
A_T5731,A_U027,2023-02-04,Expense,Foods,2206,Bank_Transfer,,xyz123,budgetwise_finance_dataset.csv,2206.0,False,False,iso,2023-02-04,Food,Bank Transfer,A_T5731
A_T0909,A_U013,2024-04-20,Expense,Entertainment,7038,card,JAI,Gym membership,budgetwise_finance_dataset.csv,7038.0,False,False,iso,2024-04-20,Entertainment,Card,A_T0909
A_T7565,A_U075,24-01-22,Expense,Travl,4286,BankTransfer,hyderabad,,budgetwise_finance_dataset.csv,4286.0,False,False,dash,2022-01-24,Travel,Bank Transfer,A_T7565
A_T1653,A_U099,2024-12-16,Expense,education,8119,CARD,Hyderabad,Books,budgetwise_finance_dataset.csv,8119.0,False,False,iso,2024-12-16,Education,Card,A_T1653
A_T6239,A_U150,28-12-21,Expense,education,₹4189,Card,Bangalore,Uber ride,budgetwise_finance_dataset.csv,4189.0,False,False,dash,2021-12-28,Education,Card,A_T6239
A_T2849,A_U150,2022-10-10,Income,Investment,19947,Bank Transfr,LUCKNOW,Coffee,budgetwise_finance_dataset.csv,19947.0,False,False,iso,2022-10-10,Investment,Bank Transfer,A_T2849
A_T3127,A_U023,2021-05-22,Expense,FOOD,5107 INR,upi,,Shopping,budgetwise_finance_dataset.csv,,False,False,iso,2021-05-22,Food,UPI,A_T3127
A_T4949,A_U101,03-01-23,Expense,Foodd,3865,BankTransfer,JAI,,budgetwise_finance_dataset.csv,3865.0,False,False,dash,2023-01-03,Food,Bank Transfer,A_T4949
A_T3563,A_U007,05-05-21,Expense,Travel,2407,CRD,CHE,Internet bill,budgetwise_finance_dataset.csv,2407.0,False,False,dash,2021-05-05,Travel,Card,A_T3563
A_T10891,A_U055,09/08/2024,Expense,Food,3085,CARD,JAIPUR,Electricity bill,budgetwise_finance_dataset.csv,3085.0,False,False,slash,2024-09-08,Food,Card,A_T10891
A_T10872,A_U080,2023-02-22,Expense,HEALTH,5252,,Delhi,Online course,budgetwise_finance_dataset.csv,5252.0,False,False,iso,2023-02-22,Health,,A_T10872
A_T6786,A_U017,12/15/2022,Expense,rent,1380 INR,Bank Transfr,hyderabad,Train ticket,budgetwise_finance_dataset.csv,,False,False,slash,2022-12-15,Rent,Bank Transfer,A_T6786
A_T3396,A_U136,22-09-2021,Expense,RENT,$7619,csh,pune,Movie tickets,budgetwise_finance_dataset.csv,7619.0,False,False,dash_long_year,2021-09-22,Rent,Cash,A_T3396
A_T1215,A_U150,29-12-23,Expense,Others,4823,Cash,Ahmedabad,...,budgetwise_finance_dataset.csv,4823.0,False,False,dash,2023-12-29,Others,Cash,A_T1215
A_T5293,A_U044,23-02-21,Expense,Helth,8497,,KOLKATA,Gym membership,budgetwise_finance_dataset.csv,8497.0,False,False,dash,2021-02-23,Health,,A_T5293
A_T12220,A_U122,11/14/2023,Expense,Foods,999999,UPi,LUC,,budgetwise_finance_dataset.csv,,True,False,slash,2023-11-14,Food,UPI,A_T12220
A_T2003,A_U149,04/15/2021,Expense,Travel,8241,upi,,Movie tickets,budgetwise_finance_dataset.csv,8241.0,False,False,slash,2021-04-15,Travel,UPI,A_T2003
A_T9452,A_U062,24-09-23,Expense,rent,8579,bank transfer,AHMEDABAD,...,budgetwise_finance_dataset.csv,8579.0,False,False,dash,2023-09-24,Rent,Bank Transfer,A_T9452
A_T4924,A_U082,05/25/2022,Expense,Foods,235,card,CHENNAI,ATM withdrawal,budgetwise_finance_dataset.csv,235.0,False,False,slash,2022-05-25,Food,Card,A_T4924
A_T11911,A_U069,22-06-2023,Expense,Foodd,1263,upi,lucknow,,budgetwise_finance_dataset.csv,1263.0,False,False,dash_long_year,2023-06-22,Food,UPI,A_T11911
A_T11270,A_U022,2023-08-09,Expense,HEALTH,2134,Bank Transfr,JAI,Books,budgetwise_finance_dataset.csv,2134.0,False,False,iso,2023-08-09,Health,Bank Transfer,A_T11270
A_T13032,A_U150,06/19/2021,Expense,Education,2228,Cash,DELHI,Movie tickets,budgetwise_finance_dataset.csv,2228.0,False,False,slash,2021-06-19,Education,Cash,A_T13032
A_T6095,A_U110,2024-01-11,Expense,RENT,4641 INR,BankTransfer,delhi,ATM withdrawal,budgetwise_finance_dataset.csv,,False,False,iso,2024-01-11,Rent,Bank Transfer,A_T6095
A_T0361,A_U055,2023-08-16,Expense,utilities,1081,CRD,PUNE,,budgetwise_finance_dataset.csv,1081.0,False,False,iso,2023-08-16,Utilities,Card,A_T0361
A_T7314,A_U103,26-02-2022,Expense,entertainment,371,Csh,MUM,Uber ride,budgetwise_finance_dataset.csv,371.0,False,False,dash_long_year,2022-02-26,Entertainment,Cash,A_T7314
A_T11430,A_U108,07/10/2021,Expense,Food,225,Crd,Pune,!!!,budgetwise_finance_dataset.csv,225.0,False,False,slash,2021-07-10,Food,Card,A_T11430
A_T12663,A_U052,04/15/2023,Expense,Rent,23776,Upi,Bangalore,Doctor consultation,budgetwise_finance_dataset.csv,23776.0,False,False,slash,2023-04-15,Rent,UPI,A_T12663
A_T6106,A_U008,23-04-23,Expense,HEALTH,6707,card,DELHI,,budgetwise_finance_dataset.csv,6707.0,False,False,dash,2023-04-23,Health,Card,A_T6106
A_T9628,A_U096,22-03-24,Expense,Fod,$8380,Bank Transfer,hyderabad,,budgetwise_finance_dataset.csv,8380.0,False,False,dash,2024-03-22,Food,Bank Transfer,A_T9628
A_T1623,A_U017,04/10/2021,Expense,Utlities,601,bank transfer,JAIPUR,Medicine,budgetwise_finance_dataset.csv,601.0,False,False,slash,2021-04-10,Utilities,Bank Transfer,A_T1623
A_T13765,A_U034,09/05/2024,Expense,Others,3219,csh,hyderabad,Internet bill,budgetwise_finance_dataset.csv,3219.0,False,False,slash,2024-09-05,Others,Cash,A_T13765
A_T10347,A_U017,,Expense,Rnt,8182,csh,,test,budgetwise_finance_dataset.csv,8182.0,False,False,,,Rent,Cash,A_T10347
A_T5930,A_U011,04/21/2024,Expense,savings,8111,,DEL,Grocery shopping,budgetwise_finance_dataset.csv,8111.0,False,False,slash,2024-04-21,Savings,,A_T5930
A_T1627,A_U069,04/18/2022,Expense,Utilties,Rs.5554,Bank Transfer,HYDERABAD,EMI payment,budgetwise_finance_dataset.csv,5554.0,False,False,slash,2022-04-18,Utilities,Bank Transfer,A_T1627
A_T4242,A_U053,2024-08-15,Income,Salary,₹41573,Bank Transfr,mumbai,Coffee,budgetwise_finance_dataset.csv,41573.0,False,False,iso,2024-08-15,Salary,Bank Transfer,A_T4242
A_T12437,A_U004,12-01-2024,Expense,EDU,3110,BankTransfer,chennai,Doctor consultation,budgetwise_finance_dataset.csv,3110.0,False,False,dash_long_year,2024-01-12,Education,Bank Transfer,A_T12437
A_T8670,A_U030,25-07-24,Expense,Foodd,4277,Crd,PUNE,Train ticket,budgetwise_finance_dataset.csv,4277.0,False,False,dash,2024-07-25,Food,Card,A_T8670
A_T11341,A_U127,17-01-24,Expense,Foods,3047,CRD,Mumbai,Grocery shopping,budgetwise_finance_dataset.csv,3047.0,False,False,dash,2024-01-17,Food,Card,A_T11341
A_T9556,A_U008,2024-06-27,Income,Freelance,10183,,DELHI,,budgetwise_finance_dataset.csv,10183.0,False,False,iso,2024-06-27,Freelance,,A_T9556
A_T2449,A_U028,04/16/2022,Expense,Travel,9888,bank transfer,DEL,Shopping,budgetwise_finance_dataset.csv,9888.0,False,False,slash,2022-04-16,Travel,Bank Transfer,A_T2449
A_T4357,A_U088,07/03/2024,Expense,Rentt,7217,cash,DELHI,Internet bill,budgetwise_finance_dataset.csv,7217.0,False,False,slash,2024-07-03,Rent,Cash,A_T4357
A_T0815,A_U141,2021-10-05,Expense,Education,9725,Bank Transfr,CHE,Restaurant dinner,budgetwise_finance_dataset.csv,9725.0,False,False,iso,2021-10-05,Education,Bank Transfer,A_T0815
A_T7919,A_U086,2023-05-27,Expense,entertainment,9648,Bank Transfr,kolkata,!!!,budgetwise_finance_dataset.csv,9648.0,False,False,iso,2023-05-27,Entertainment,Bank Transfer,A_T7919
A_T5695,A_U061,2023-10-22,Expense,Traval,1643,CARD,Mumbai,Petrol,budgetwise_finance_dataset.csv,1643.0,False,False,iso,2023-10-22,Travel,Card,A_T5695
A_T2471,A_U066,12/23/2021,Expense,Education,7397 INR,Csh,DEL,test,budgetwise_finance_dataset.csv,,False,False,slash,2021-12-23,Education,Cash,A_T2471
A_T3475,A_U046,2022-12-10,Income,Freelance,70075,Upi,Kolkata,Gym membership,budgetwise_finance_dataset.csv,70075.0,False,False,iso,2022-12-10,Freelance,UPI,A_T3475
A_T5875,A_U081,2021-10-31,Expense,Foods,Rs.864,Bank Transfr,Mumbai,Shopping,budgetwise_finance_dataset.csv,864.0,False,False,iso,2021-10-31,Food,Bank Transfer,A_T5875
A_T10128,A_U104,2024-09-06,Expense,,6228,Cash,hyderabad,,budgetwise_finance_dataset.csv,6228.0,False,False,iso,2024-09-06,,Cash,A_T10128
A_T3491,A_U061,04/10/2024,Expense,Educaton,1206,cash,Ahmedabad,Shopping,budgetwise_finance_dataset.csv,1206.0,False,False,slash,2024-04-10,Education,Cash,A_T3491
A_T2225,A_U028,2023-07-06,Expense,Education,8204,CRD,,!!!,budgetwise_finance_dataset.csv,8204.0,False,False,iso,2023-07-06,Education,Card,A_T2225
A_T6946,A_U068,06/23/2024,Expense,EDU,Rs.5756,UPI,HYDERABAD,xyz123,budgetwise_finance_dataset.csv,5756.0,False,False,slash,2024-06-23,Education,UPI,A_T6946
A_T2022,A_U056,12/20/2021,Expense,food,₹5576,BankTransfer,DEL,Medicine,budgetwise_finance_dataset.csv,5576.0,False,False,slash,2021-12-20,Food,Bank Transfer,A_T2022
A_T13529,A_U123,2021-11-05,Expense,health,9771,Bank_Transfer,Pune,Petrol,budgetwise_finance_dataset.csv,9771.0,False,False,iso,2021-11-05,Health,Bank Transfer,A_T13529
A_T12210,A_U118,2022-01-25,Expense,Rentt,20509,Bank Transfr,bangalore,Train ticket,budgetwise_finance_dataset.csv,20509.0,False,False,iso,2022-01-25,Rent,Bank Transfer,A_T12210
A_T6904,A_U063,2024-09-13,Income,Bonus,62193,Upi,CHE,Electricity bill,budgetwise_finance_dataset.csv,62193.0,False,False,iso,2024-09-13,Bonus,UPI,A_T6904
A_T0713,A_U055,2023-08-22,Expense,Utility,3367,Bank_Transfer,Ahmedabad,Monthly rent payment,budgetwise_finance_dataset.csv,3367.0,False,False,iso,2023-08-22,Utilities,Bank Transfer,A_T0713
A_T7323,A_U009,2024-05-13,Expense,health,2721,Upi,BANGALORE,EMI payment,budgetwise_finance_dataset.csv,2721.0,False,False,iso,2024-05-13,Health,UPI,A_T7323
A_T10231,A_U089,02/13/2023,Expense,rent,2962,Upi,ahmedabad,Books,budgetwise_finance_dataset.csv,2962.0,False,False,slash,2023-02-13,Rent,UPI,A_T10231
A_T11570,A_U052,2022-09-23,Expense,travel,8283,card,AHMEDABAD,...,budgetwise_finance_dataset.csv,8283.0,False,False,iso,2022-09-23,Travel,Card,A_T11570
A_T13926,A_U134,2024-09-16,Expense,Utilities,3520,csh,MUMBAI,test,budgetwise_finance_dataset.csv,3520.0,False,False,iso,2024-09-16,Utilities,Cash,A_T13926
A_T0884,A_U115,04/07/2024,Expense,Travel,5524,Bank Transfer,Hyderabad,Fixed deposit,budgetwise_finance_dataset.csv,5524.0,False,False,slash,2024-04-07,Travel,Bank Transfer,A_T0884
A_T5033,A_U119,2021-12-18,Expense,Traval,₹999999,upi,pune,Lunch,budgetwise_finance_dataset.csv,,True,False,iso,2021-12-18,Travel,UPI,A_T5033
A_T8492,A_U101,11/14/2024,Expense,Entertainment,1800,Bank Transfer,ahmedabad,Internet bill,budgetwise_finance_dataset.csv,1800.0,False,False,slash,2024-11-14,Entertainment,Bank Transfer,A_T8492
A_T4699,A_U090,08/07/2023,Income,Investment,₹32146,CASH,Delhi,ATM withdrawal,budgetwise_finance_dataset.csv,32146.0,False,False,slash,2023-08-07,Investment,Cash,A_T4699
A_T1841,A_U097,03/10/2021,Income,Others,57173,Cash,,,budgetwise_finance_dataset.csv,57173.0,False,False,slash,2021-03-10,Others,Cash,A_T1841
A_T3041,A_U018,2021-07-11,Expense,Rnt,2966,Cash,bangalore,EMI payment,budgetwise_finance_dataset.csv,2966.0,False,False,iso,2021-07-11,Rent,Cash,A_T3041
A_T7693,A_U116,31-08-24,Expense,Entertain,1004,Bank Transfer,KOLKATA,,budgetwise_finance_dataset.csv,1004.0,False,False,dash,2024-08-31,Entertainment,Bank Transfer,A_T7693
A_T0071,A_U078,2024-04-26,Expense,Rnt,₹6141,csh,Pune,,budgetwise_finance_dataset.csv,6141.0,False,False,iso,2024-04-26,Rent,Cash,A_T0071
A_T12197,A_U026,04/18/2022,Expense,Travel,9154,Crd,DELHI,...,budgetwise_finance_dataset.csv,9154.0,False,False,slash,2022-04-18,Travel,Card,A_T12197
A_T8563,A_U080,12/29/2024,Expense,travel,Rs.9705,CASH,,misc,budgetwise_finance_dataset.csv,9705.0,False,False,slash,2024-12-29,Travel,Cash,A_T8563
A_T6626,A_U049,2022-08-14,Expense,Food,2637,Cash,jaipur,Fixed deposit,budgetwise_finance_dataset.csv,2637.0,False,False,iso,2022-08-14,Food,Cash,A_T6626
A_T7302,A_U102,09/19/2024,Expense,FOOD,1073,CRD,lucknow,,budgetwise_finance_dataset.csv,1073.0,False,False,slash,2024-09-19,Food,Card,A_T7302
A_T6588,A_U125,,Expense,Foods,425,BankTransfer,JAI,Petrol,budgetwise_finance_dataset.csv,425.0,False,False,,,Food,Bank Transfer,A_T6588
A_T3552,A_U095,2024-01-21,Income,Bonus,34145,Bank Transfer,HYDERABAD,!!!,budgetwise_finance_dataset.csv,34145.0,False,False,iso,2024-01-21,Bonus,Bank Transfer,A_T3552
